V1,V2,V3,V4
021082968JAMAICA,RAMP BANK OF JAMAICA- RAMP ACCOUNT    ,Y,Y20140611
021082971BELARUS,RAMP NATL BK OF THE REP OF BELARUS RAMP ,Y,Y20140310
021082997BULGARIA,BULGARIAN NATIONAL BANK       ,Y,Y20110331
021083006BAHRAIN,FMS BAHRAIN FMS/FOREIGN DEPARTMENT      ,Y,Y
021083019AFGHANISTAN,AFGHANISTAN/FOREIGN DEPARTMENT        ,Y,Y20080131
021083035ALGERIA,ALGERIA/FOREIGN DEPARTMENT        ,Y,Y20080131
021083048AUSTRIA,FMS AUSTRIA FMS/FOREIGN DEPARTMENT      ,Y,Y
021083051ARAB,MON FD ARAB MON FD/FOREIGN DEPARTMENT    ,Y,N
021083064OESTERRIECHISCHE,OESTERRIECHISCHE FOREIGN DEPARTMENT       ,Y,N20120611
021083077UNITED,ARAB EMIR UNITED ARAB EMIR/FOREIGN DEPARTMENT    ,Y,Y
021083093ARGENTINA,ARGENTINA/FOREIGN DEPARTMENT        ,Y,Y20080131
021083116AUSTRALIA,AUSTRALIA/FOREIGN DEPARTMENT        ,Y,Y20080131
021083129AUSTRALIA,FMS AUSTRALIA FMS/FOREIGN DEPARTMENT      ,Y,Y20080131
021083132AUSTRIA,AUSTRIA/FOREIGN DEPARTMENT        ,Y,Y20080131
021083158BAHAMAS,BAHAMAS/FOREIGN DEPARTMENT        ,Y,Y20080131
021083161BAHRAIN,ACCOUNT BAHRAIN ACCOUNT/FOREIGN DEPARTMENT      ,Y,N20120611
021083174BAHRAIN,MON AGENCYBAHRAIN MON AGENCY/FOREIGN DEPT     ,Y,Y20080131
021083187ARUBA,ARUBA/FOREIGN DEPARTMENT        ,Y,Y
021083190BANGLADESH,BANGLADESH/FOREIGN DEPARTMENT        ,Y,Y20080131
021083213BARBADOS,BARBADOS/FOREIGN DEPARTMENT        ,Y,Y20080131
021083239BARBADOS,SINK FUNDBARBADOS SINK FUND/FOREIGN DEPT     ,Y,N20140711
021083255BELGIUM,A BELGIUM A/FOREIGN DEPARTMENT      ,Y,Y20080131
021083268BELGIUM,B BELGIUM B/FOREIGN DEPARTMENT      ,Y,Y20061214
021083271BELIZE,BELIZE/FOREIGN DEPARTMENT        ,Y,Y20080131
021083297BERMUDA,BERMUDA/FOREIGN DEPARTMENT        ,Y,Y20080214
021083307BHUTAN,BHUTAN/FOREIGN DEPARTMENT        ,Y,Y
021083310BOLIVIA,BOLIVIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021083352BOTSWANA,BOTSWANA/FOREIGN DEPARTMENT        ,Y,N20150326
021083365NACISA,NACISA/FOREIGN DEPARTMENT        ,Y,N
021083378NATO,NACISA FMS NATO NACISA FMS/FOREIGN DEPARTMENT    ,Y,Y
021083394BRAZIL,BANCO CENTRAL DO BRAZIL      ,Y,Y20080214
021083417MYANMAR,BK MYANMAR BK/FOREIGN DEPARTMENT      ,Y,Y
021083433BURUNDI,BURUNDI/FOREIGN DEPARTMENT        ,Y,Y20080131
021083459AFRIQUE,CENTRALE AFRIQUE CENTRALE/FOREIGN DEPARTMENT      ,Y,Y20010906
021083462CANADA,GENERAL BANK OF CANADA GENERAL ACCOUNT    ,Y,Y20051227
021083491CANADA,FISCAL AGT BANK OF CANADA FISCAL AGENT   ,Y,Y20080131
021083501CANADA,FMS CANADA FMS/FOREIGN DEPARTMENT      ,Y,Y
021083514SRI,LANKA SRI LANKA/FOREIGN DEPARTMENT      ,Y,Y
021083527SRI,LANKA G SRI LANKA ACCT G/FOREIGN DEPARTMENT   ,Y,Y20030116
021083530CHILE,CHILE/FOREIGN DEPARTMENT        ,Y,Y20080214
021083572COLOMBIA,COLOMBIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021083585COMORES,COMORES/FOREIGN DEPARTMENT        ,Y,N
021083598COSTA,RICA COSTA RICA/FOREIGN DEPARTMENT      ,Y,Y20080214
021083611CYPRUS,CYPRUS/FOREIGN DEPARTMENT        ,Y,Y20080214
021083624DANMARKS,FMS DANMARKS FMS/FOREIGN DEPARTMENT      ,Y,Y
021083640DANMARKS,ACCT DANMARKS ACCT A/FOREIGH DEPARTMENT     ,Y,N20120611
021083653DENMARK,DANMARKS/FOREIGN DEPARTMENT        ,Y,Y20080214
021083666DENMARK,SEP DANMARKS SEP ACCOUNT/FOREIGN DEPT     ,Y,Y
021083679DOMINICAN,REPUBLICDOMINICAN REPUBLIC/FOREIGN DEPT       ,Y,Y20080214
021083682DJIBOUTI,CENTRAL BANK OF DJIBOUTI      ,Y,Y20070228
021083695EAST,CARIB EAST CARIB/FOREIGN DEPARTMENT      ,Y,Y
021083718ECUADOR,ECUADOR/FOREIGN DEPARTMENT        ,Y,Y20080214
021083750EGYPT,EGYPT/FOREIGN DEPARTMENT        ,Y,Y20080214
021083776EGYPT,SUB EGYPT SUB/FOREIGN DEPARTMENT      ,Y,Y20080214
021083792EL,SALVADOR EL SALVADOR/FOREIGN DEPARTMENT      ,Y,Y20080214
021083802EUROPEAN,INV BK P EUROPEAN INV BK P/FOREIGN DEPT  ,Y,Y20080214
021083831ETHIOPIA,ETHIOPIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021083873FIJI,FIJI/FOREIGN DEPARTMENT        ,Y,Y20080214
021083886NATO,SA - FMS NATO SUPPORT AGENCY - FMS ACCOUNT ,Y,Y20140604
021083899FINLAND,FINLAND/FOREIGN DEPARTMENT        ,Y,Y20080214
021083909HAITI,ACCT NO ONE HAITI ACCT # ONE/FOREIGN DEPARTMENT  ,Y,N
021083912FRANCE,ORDINARY FRANCE ORDINARY/FOREIGN DEPARTMENT      ,Y,Y20080214
021083925MAURITIUS,RAMP BANK OF MAURITIUS-RAMP ACCOUNT     ,Y,Y20101228
021083941GUINEE,SAEP GUINEE SAEP/FOREIGN DEPARTMENT      ,Y,Y
021083970THE,GAMBIA THE GAMBIA/FOREIGN DEPARTMENT      ,Y,Y20080214
021083983GAMBIA,USAID GEPRPGAMBIA USAID GEPRP/FOREIGN DEPT     ,Y,N
021084018GERMANY,GERMANY/FOREIGN DEPARTMENT        ,Y,Y20080214
021084034GHANA,GHANA/FOREIGN DEPARTMENT        ,Y,Y20080214
021084050GREECE,A GREECE A/FOREIGN DEPARTMENT      ,Y,Y20080214
021084063GUATEMALA,A GUATEMALA A/FOREIGN DEPARTMENT      ,Y,Y
021084076GUATEMALA,GUATEMALA/FOREIGN DEPARTMENT        ,Y,Y20080214
021084089GUATEMALA,CAMS FD GUATEMALA CAMS FD/FOREIGN DEPT    ,Y,Y
021084092GUYANA,GUYANA/FOREIGN DEPARTMENT        ,Y,Y20080214
021084115HAITI,HAITI/FOREIGN DEPARTMENT        ,Y,Y
021084131HONDURAS,HONDURAS/FOREIGN DEPARTMENT        ,Y,Y20080214
021084144GUINEE,GUINEE/FOREIGN DEPARTMENT        ,Y,Y
021084157HONG,KONG HONG KONG/FOREIGN DEPARTMENT      ,Y,Y20080214
021084173HUNGARY,HUNGARY/FOREIGN DEPARTMENT        ,Y,Y20080214
021084199ICELAND,ICELAND/FOREIGN DEPARTMENT        ,Y,Y20080214
021084212INDIA,INDIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021084238INDONESIA,INDONESIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021084377IRELAND,CENT BK & FIN SVCS AUTH OF IRELAND  ,Y,Y20080214
021084393ISRAEL,ISRAEL/FOREIGN DEPARTMENT        ,Y,Y20080214
021084416ISRAEL,GOVT ISRAEL GOVT/FOREIGN DEPARTMENT      ,Y,Y20080213
021084429ITALYA,ITALY ACCOUNT A/FOREIGN DEPARTMENT      ,Y,N20120611
021084432ITALY,ITALY/FOREIGN DEPARTMENT        ,Y,Y20080213
021084458ITALY,SERVICE BANCA D'ITALIA- SERVICE ACCOUNT     ,Y,Y20150113
021084474JAMAICA,JAMAICA/FOREIGN DEPARTMENT        ,Y,Y20080213
021084513JAPAN,JAPAN/FOREIGN DEPARTMENT        ,Y,Y20080213
021084539JAPAN,GOVT JAPAN GOVT/FOREIGN DEPARTMENT      ,Y,Y20080213
021084542ISRAEL,FMS ISRAEL FMS/FOREIGN DEPARTMENT      ,Y,Y
021084555JORDAN,JORDAN/FOREIGN DEPARTMENT        ,Y,Y20141107
021084568JORDAN,AID ACCOUNTJORDAN AID ACCOUNT      ,N,Y20141107
021084571KENYA,KENYA/FOREIGN DEPARTMENT        ,Y,N20150326
021084597KOREA,KOREA/FOREIGN DEPARTMENT        ,Y,Y20080213
021084610KOREA,FMS KOREA FMS/FOREIGN DEPARTMENT      ,Y,Y20080213
021084636KUWAIT,KUWAIT/FOREIGN DEPARTMENT        ,Y,Y
021084681LESOTHO,LESOTHO/FOREIGN DEPARTMENT        ,Y,Y20080213
021084694LEBANON,LEBANON/FOREIGN DEPARTMENT        ,Y,Y20080213
021084717LIBERIA,CENTRAL BANK OF LIBERIA      ,Y,Y20050412
021084720LIBERIA,DEBT CENTRAL BANK OF LIBERIA DEBT SVC ACC  ,Y,N20050412
021084746MACAU,MACAU/FOREIGN DEPARTMENT        ,Y,Y
021084762NATO,SUPPORT AGNCYNATO SUPPORT AGENCY      ,Y,N20140603
021084814MALAWI,MALAWI/FOREIGN DEPARTMENT        ,Y,Y20080213
021084827MALAWG,MALAWI ACCOUNT G/FOREIGN DEPARTMENT      ,Y,N20120611
021084830MALDIVES,MALDIVES/FOREIGN DEPARTMENT        ,Y,Y20080213
021084843NAMIBIA,NAMIBIA/FOREIGN DEPARTMENT        ,Y,Y
021084856MALAYSIA,MALAYSIA/FOREIGN DEPARTMENT        ,Y,Y20080213
021084872MADAGASCAR,BANQUE CENTRAL DE MADAGASCAR/FOREIGN      ,Y,Y
021084898SIERRA,LEONE SIERRA LEONE/FOREIGN DEPARTMENT      ,Y,Y20080213
021084911MALTA,MALTA/FOREIGN DEPARTMENT        ,Y,Y20080213
021084924MEXICO,FUNDS ACCT MEXICO FUNDS ACCT/FOREIGN DEPARTMENT    ,Y,N
021084937MAURITANIA,MAURITANIA/FOREIGN DEPARTMENT        ,Y,N
021084953MAURITIUS,MAURITIUS/FOREIGN DEPARTMENT        ,Y,Y20080213
021084966BN,PANAMA FA GOP BN PANAMA FA GOP/FOREIGN DEPARTMENT  ,Y,Y
021084979MEXICO,MEXICO/FOREIGN DEPARTMENT        ,Y,Y20080213
021084995MOROCCO,MOROCCO/FOREIGN DEPARTMENT        ,Y,Y20080213
021085004NZEAL,TREAS NEW ZEALAND TREAS/FOREIGN DEPARTMENT     ,Y,Y
021085017NEPAL,NEPAL/FOREIGN DEPARTMENT        ,Y,Y20080214
021085020DNB,SEPARATE ACCT.DE NEDERLANDSCHE BANK N.V. SEPARATE    ,Y,N20130723
021085033CURACAO,ST MAARTENCB OF CURACAO AND SINT MAARTEN   ,Y,Y20150504
021085059NETHERLANDS,NETHERLANDS/FOREIGN DEPARTMENT        ,Y,Y20080214
021085062NVSET,NVSET/FOREIGN DEPARTMENT        ,Y,N
021085075NEW,ZEALAND NEW ZEALAND/FOREIGN DEPARTMENT      ,Y,Y20080214
021085088NEW,ZEAL FMS NEW ZEAL FMS/FOREIGN DEPARTMENT    ,Y,Y
021085114NIGERIA,NIGERIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021085130NORWAY,NORWAY/FOREIGN DEPARTMENT        ,Y,N20140814
021085143NORWAY,FMS NORWAY FMS/FOREIGN DEPARTMENT      ,Y,Y20080214
021085156OMAN,OMAN/FOREIGN DEPARTMENT        ,Y,Y20080214
021085172PAKISTAN,PAKISTAN/FOREIGN DEPARTMENT        ,Y,Y20080214
021085185PAKISTAN,FMS PAKISTAN FMS/FOREIGN DEPARTMENT      ,Y,Y20080214
021085211PAPUA,PAPUA/FOREIGN DEPARTMENT        ,Y,Y20080214
021085237PARAGUAY,ESF PARAGUAY ESF/FOREIGN DEPARTMENT      ,Y,Y20080214
021085253PERU,PERU/FOREIGN DEPARTMENT        ,Y,Y20080214
021085295PHILIPPINES,PHILIPPINES/FOREIGN DEPARTMENT        ,Y,Y20080214
021085305PHILIPPINES,FMS PHILIPPINES FMS/FOREIGN DEPARTMENT      ,Y,Y20080214
021085318POLAND,POLAND/FOREIGN DEPARTMENT        ,Y,Y20080214
021085334PORTUGAL,PORTUGAL/FOREIGN DEPARTMENT        ,Y,N20140609
021085350RWANDA,RWANDA/FOREIGN DEPARTMENT        ,Y,Y20030916
021085376SAUDI,ARABIA SAUDI ARABIA/FOREIGN DEPARTMENT      ,Y,Y20080214
021085389SAMA,FMS SANG SAMA FMS SANG/FOREIGN DEPARTMENT    ,Y,Y20080214
021085392SAMA,SAMA/FOREIGN DEPARTMENT        ,Y,Y20080214
021085415SAMA,ACCT TWO SAMA ACCT TWO/FOREIGN DEPARTMENT    ,Y,N
021085428SAMA,ACCT FOUR SAMA ACCT FOUR/FOREIGN DEPARTMENT    ,Y,N
021085444SAMOA,SAMOA/FOREIGN DEPARTMENT        ,Y,Y
021085457DE,L'QUEST DE L'QUEST/FOREIGN DEPARTMENT      ,Y,Y20080214
021085473SEYCHELLES,SEYCHELLES/FOREIGN DEPARTMENT        ,Y,Y20080214
021085499SINGAPORE,FMS SINGAPORE FMS/FOREIGN DEPARTMENT      ,Y,Y
021085538MON,AUTH SINGAPOREMON AUTH SINGAPORE/FOREIGN DEPT     ,Y,Y20080214
021085554SOLOMON,ISLAND SOLOMON ISLAND/FOREIGN DEPARTMENT      ,Y,Y20080214
021085596SOUTH,AFRICA SOUTH AFRICA/FOREIGN DEPARTMENT      ,Y,Y20080214
021085619SPAIN,SPAIN/FOREIGN DEPARTMENT        ,Y,Y20080214
021085622SPAIN,FMS SPAIN FMS/FOREIGN DEPARTMENT      ,Y,Y
021085648SHAPE,FMS SHAPE FMS/FOREIGN DEPARTMENT      ,Y,Y
021085677SURINAM,SURINAM/FOREIGN DEPARTMENT        ,Y,Y
021085693SWAZILAND,SWAZILAND/FOREIGN DEPARTMENT        ,Y,Y20080214
021085716SWEDEN,SWEDEN/FOREIGN DEPARTMENT        ,Y,Y20080214
021085729SWEDEN,FMS SWEDEN FMS/FOREIGN DEPARTMENT      ,Y,Y20080214
021085732BIS,F BIS F/FOREIGN DEPARTMENT      ,Y,Y20080214
021085758PANAMA,IFIS PIB PANAMA IFIS PIB/FOREIGN DEPARTMENT    ,Y,N
021085790SWITZERLAND,SWITZERLAND/FOREIGN DEPARTMENT        ,Y,Y20080214
021085813SWITZERLAND,FMS SWITZERLAND FMS/FOREIGN DEPARTMENT      ,Y,Y20080214
021085855CHINA,CHINA/FOREIGN DEPARTMENT        ,Y,Y20080214
021085871CHINA,FMS CHINA FMS/FOREIGN DEPARTMENT      ,Y,Y20080214
021085897TANZANIA,TANZANIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021085907ROMANIA,ROMANIA/FOREIGN DEPARTMENT        ,Y,Y
021085910THAILAND,GENERAL THAILAND GENERAL/FOREIGN DEPARTMENT      ,Y,Y20080214
021085936THAILAND,CURRENCY THAILAND CURRENCY/FOREIGN DEPARTMENT      ,Y,Y20080214
021085949THAILAND,FMS THAILAND FMS/FOREIGN DEPARTMENT      ,Y,Y
021085965UNITED,ARAB FMS UNITED ARAB FMS/FOREIGN DEPARTMENT    ,Y,Y
021085978TRINIDAD,TRINIDAD/FOREIGN DEPARTMENT        ,Y,Y20080214
021085994TRINIDAD,ACCT TWO TRINIDAD ACCT TWO/FOREIGN DEPARTMENT    ,Y,Y
021086003NRB,TONGA NRB TONGA/FOREIGN DEPARTMENT      ,Y,Y
021086016TUNISIA,TUNISIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021086029TURKEY,US AID TURKEY US AID/FOREIGN DEPARTMENT    ,Y,Y20020911
021086032TURKEY,TURKEY/FOREIGN DEPARTMENT        ,Y,Y20080214
021086045TURKEY,FMS TURKEY FMS/FOREIGN DEPARTMENT      ,Y,Y
021086058UGANDA,UGANDA/FOREIGN DEPARTMENT        ,Y,Y20080214
021086061ENGLAND,1A BANK OF ENGLAND - NO 1A ACCOUNT  ,Y,Y20111123
021086074ENGLAND,A BK OF ENGLAND A*     ,Y,Y20080214
021086139HER,MAJESTY HER MAJESTY/FOREIGN DEPARTMENT      ,Y,Y20080214
021086142ENGL,MAJ TWO ENGLAND MAJ TWO/FOREIGN DEPARTMENT    ,Y,Y
021086155URUGUAY,URAGUAY/FOREIGN DEPARTMENT        ,Y,Y20080214
021086184VANUATU,VANUATU/FOREIGN DEPARTMENT        ,Y,Y20080214
021086197VENEZUELA,VENUZEULA/FOREIGN DEPARTMENT        ,Y,Y20080214
021086207VATICAN,AMMN AMMINISTRAZIONE DEL PATRIMONIO/FRGN      ,Y,Y
021086210VIET,NAM STATE BANK OF VIET NAM/FOREIGN DEPT   ,Y,Y
021086236CENTRAL,BK YEMEN CENTRAL BK YEMEN/FOREIGN DEPARTMENT    ,Y,Y20080214
021086333ZAMBIA,ZAMBIA/FOREIGN DEPARTMENT        ,Y,Y20080214
021086359ZIMBABWE,ZIMBABWE/FOREIGN DEPARTMENT        ,Y,Y
021086414TURKEY,DEFENSE TURKEY DEFENSE/FOREIGN DEPARTMENT      ,Y,Y
021086456MOZAMBIQUE,MOZAMBIQUE/FOREIGN DEPARTMENT        ,Y,N20150312
021086469PEOPLES,BK CHINA PEOPLES BK CHINA/FOREIGN DEPARTMENT    ,Y,Y
021086498RUSSIAN,FEDERATIONRUSSIAN FEDERATION/FOREIGN DEPT       ,Y,Y
021086553MADAGASCAR,AID BCM MADAGASCAR/FOREIGN DEPARTMENT      ,N,Y20110713
021086566FRANCE,FMS BANQUE DE FRANCE/FOREIGN DEPARTMENT     ,Y,Y
021086579LIETUVOS,BANKAS LIETUVOS BANKAS/FOREIGN DEPARTMENT      ,Y,Y
021086621LATVIJAS,BK LATVIJAS BANKA/FOREIGN DEPARTMENT      ,Y,Y
021086634EESTI,PK EESTI BANK/FOREIGN DEPARTMENT      ,Y,Y
021086689CENT,BNK OMAN INVSCENTRAL BANK OF OMAN/FOREIGN DEPT   ,Y,Y
021086715NATL,BK KYRGYZSTANNAT'L BK OF KYRGYZSTAN/FOREIGN DEPT    ,Y,Y
021086731NATL,BK UKRAINE NAT'L BANK OF UKRAINE/FOREIGN DEPT   ,Y,Y
021086773IRAQ,DEVELOPMT FD CENTRAL BANK OF IRAQ-DEV FUND   ,Y,Y20030930
021086812FINLAND,FMS SUOMEN PANKKI-FINLANDS/FOREIGN DEPT      ,Y,Y
021086838CB,OF SAN MARINO CENTRAL BK OF THE REP OF SAN,Y,N20140317
021086841CESKA,NARODNI BANKCESKA NARO NI BANKA/FOREIGN DEPT    ,Y,Y
021086922NATL,BK SLOVAKIA NATIONAL BANK OF SLOVAKIA-OPSACCT1    ,Y,Y20150623
021086948NICARAGUA,NICARAGUA/FOREIGN DEPARTMENT        ,Y,Y
021086993EX,IMPORT JAPAN JAPAN BANK OF INTL COOPERATION   ,Y,N20120426
021087125NATL,BK OF MOLDOVANATIONAL BANK OF MOLDOVA/FOREIGN    ,Y,Y
021087219NTL,BK KAZAKHSTAN NAT'L BANK OF KAZAKHSTAN/FOREIGN    ,Y,Y
021087251UZBEKISTAN,CENTRAL BANK OF REPUBLIC/FOREIGN      ,Y,N
021087303NAT,BK CAMBODIA NAT'L BANK OF CAMBODIA/FOREIGN DEPT   ,Y,Y
021087329BELARUS,NATL BANK OF THE REPUBLIC OF BELARUS   ,Y,Y20140303
021087332GUATEMALA,B SP BANCO DE GUATEMALA B SPECIAL/FOREIGN   ,Y,N
021087468CAYMAN,ISLANDS CAYMAN ISLANDS CURRENCY BD/FOREIGN     ,Y,Y
021087484ITALY,FMS BANCA D'ITALIA- FMS ACCOUNT     ,Y,Y20150113
021087565ARMENIA,CENTRAL BK REPUBLIC ARMENIA/FOREIGN      ,Y,Y
021087581MACEDONIA,"NATL BK OF REPUBLIC MACEDONIA, NY NY   ",Y,Y19990701
021087604SLOVAKIA,SLOVAKIA/FOREIGN DEPARTMENT        ,Y,Y19990701
021087701VEN,USD DIS A IC VEN USD DIS A IC/FOREIGN DEPARTMENT,N,Y20080414
021087714VEN,USD DIS B IC VEN USD DIS B IC/FOREIGN DEPARTMENT,N,Y20080414
021087727VEN,USD PAR A IC VEN USD PAR A IC/FOREIGN DEPARTMENT,N,Y20080414
021087743VEN,USD PAR B IC VEN USD PAR B IC/FOREIGN DEPARTMENT,N,Y20080414
021087840LIETUVOS,OPSACCT1 LIETUVOS BANKAS - OPERATIONS ACCOUNT    ,Y,Y20150219
021087879VEN,USD BEAR F PC VEN USD BEAR F PC/FOREIGN DEPARTMENT,N,Y20080414
021087895VEN,USD BEAR F IC VEN USD BEAR F IC/FOREIGN DEPARTMENT,N,Y20080414
021087905URU,USD FRN A IC URU USD FRN A IC/FOREIGN DEPARTMENT,N,Y20081119
021087918URU,USD FRN B IC URU USD FRN B IC/FOREIGN DEPARTMENT,N,Y20081119
021087963TURKMENISTAN,CENTRAL BANK OF TURKMENISTAN      ,Y,Y
021087976DOMINICAN,DIS IC DOMINICAN DIS BONDS IC FNDS-SEC AC  ,Y,Y
021087992GEORGIA,NATIONAL BANK OF GEORGIA      ,Y,Y
021088056CROATIA,RAMP CROATIAN NATIONAL BK - RMP ACCT   ,Y,Y20150318
021088072TURKEY,ACCT TWO TURKIYE CUMHURIYET MERKEZ BANK AC 2  ,Y,Y
021088085ECUADOR,DIS IC ECUADOR USD DIS BONDS IC FNDS SEC ,Y,Y
021088098ECUADOR,PAR IC ECUADOR USD PAR BONDS IC FNDS SEC ,Y,Y
021088108NEW,ZEALAND SWAPCONEW ZEALAND TREASURY SWAPCO ACCOUNT    ,Y,N
021088182CARIB,SP FOUR EASTERN CARIBBEAN CENTRAL BK FOUR   ,Y,Y
021088195BELGIUM,PROD FMS NAT'L BANK OF BELGIUM PROD FMS AC ,Y,Y
021088205BELGIUM,FMS INT NAT'L BANK OF BELGIUM FMS INT AC ,Y,N
021088221AZERBAIJAN,CENTRAL BK OF THE REP OF AZERBAIJAN   ,Y,Y20140319
021088234MALAYSIA,FMS BANK NEGARA MALAYSIA FMS ACCOUNT    ,Y,Y
021088247BK,ENGLAND ALBANIABK OF ENGLAND B ALBANIAN PRIN*   ,Y,Y
021088276CROATIA,CROATIAN NATIONAL BANK       ,Y,Y20140319
021088289GERMANY,FMS DEUTSCHE BUNDESBANK FMS ACCT     ,Y,Y
021088315ALBANIA,BANK OF ALBANIA       ,Y,Y
021088328FINLAND,FMS INT SUOMEN PANKKI FINLANDS BK FMS INT.  ,Y,N
021088454BIS,SI PERU PC BIS SEC INT FOR PERU PRIN COLL,Y,Y
021088467BIS,CA PERU IC BIS COLL AGT FOR PERU INT COLL,Y,Y
021088483ERITREA,BANK OF ERITREA       ,Y,Y
021088496ECUADOR,SPECIAL BANCO CENTRAL DEL ECUADOR SP.A/C    ,Y,Y
021088506MONGOLIA,BANK OF MONGOLIA       ,Y,Y
021088519KUWAIT,"GOVT FMS GOV'T OF KUWAIT,MINISTRY OF FIN.FMS   ",Y,Y
021088564VIETNAM,DIS IC VIETNAM DISCOUNT BNDS IC SEC AC  ,Y,Y
021088593BIS,CA IVORY COASTBIS COLL AGT 1V COAST COLL SEC CASH,Y,Y
021088603BIS,CAINT IV COASTBIS COLL AGT 1V COAST INT SEC CASH,Y,Y
021088616TAJIKISTAN,NAT'L BK.OF REPUBLIC OF TAJIKISTAN     ,Y,N
021088713CANADA,FA CSA POOLBANK OF CANADA AS F/A - CSA POOL,Y,Y20141024
021088726CANADA,FA CSA PLDGBANK OF CANADA AS F/A - CSA PLDG,Y,Y20141024
021088742ISRAEL,MOF SP ONE GOVT OF ISRAEL MOF SP NO. 1,Y,N
021088823C,B LUXEMBOURG CENTRAL BANK OF LUXEMBOURG    ,Y,Y20020729
021088852ADB,INV A ASIAN DEVELOPMENT BANK - INV A  ,Y,Y19990527
021088865ADB,INV ADF ASIAN DEVELOPMENT BANK-INV ADF    ,Y,Y19990527
021088904ENGLAND,SCB BANK OF ENGLAND - SEC CUST B  ,Y,Y19990713
021088917NADB,CAIP AF NORTH AMER DEV BK - U.S. CAIP AF,Y,Y20030930
021088946FRBNY,TRI PARTY FRBNY TRI PARTY ACCOUNT    ,Y,N19990929
021088962BCR,PERU ALADI BANCO CENT.RES.PERU/AGENT FOR ALADI    ,Y,Y19991201
021089275FRBFX,ACCOUNT FRBNYFX ACCOUNT       ,Y,N20000705
021089327MAURITIUS,SP BANK OF MAURITIUS-SPECIAL DEP. ACCT.    ,Y,N20120611
021089356MOZAMBIQUE,GRM MOCAMBIQUE-GRM/USAID        ,Y,Y20001102
021089372ENGLAND,EURO NOTE BANK OF ENGLAND EURO LOAN NOTE ACCT ,Y,Y20001102
021089385TANZANIA,PRBS BANK OF TANZANIA-PRBS ACCOUNT     ,Y,N20131004
021089398EGYPT,GOVT MOD FMFGOVERNMENT OF EGYPT MOD FMF   ,Y,Y20001206
021089408ECB,"GREECE ECB ACCT GR, BANQUE DE GRECE   ",Y,Y20020129
021089411KUWAITB,CENTRAL BANK OF KUWAIT 'B' ACCOUNT    ,Y,Y20141107
021089424AFDB-HIPC,TRUST AFRICAN DEVELOPMENT BANK-HIPC TRUST     ,Y,Y20010504
021089437FRBNY,AGENT FRBNY AS AGENT      ,Y,Y20010531
021089453PAKISTAN,IDA STATE BANK OF PAKISTAN-IDA     ,Y,Y20010601
021089466PB,CHINA DES ACCT PEOPLE'S BK OF CHINA DESIGNATED ACCT ,Y,Y20010824
021089479SERBIA,NATIONAL BANK OF SERBIA      ,Y,Y20070326
021089482US,TREAS BUYBACK U.S TREASURY BUYBACK- FRBNY AS AGENT  ,N,Y20141107
021089495KAZAKHSTAN,MF NATL BANK OF KAZAKHSTAN-MF ACCT    ,Y,Y20010703
021089505EGYPT,SOVERGN DEBTCENT BK EGYPT-BEHALF GOV-SOV DEBT AC   ,Y,Y20010713
021089576TRINIDAD,MIRROR CNTRL BK OF TRINIDAD & TOBAGO MIRROR  ,Y,Y20020213
021089592INDONESIA,DES ACCTBANK INDONESIA DESIGNATED ACCT     ,Y,Y20020718
021089602PB,CHINA DES B PEOPLE'S BANK OF CHINA DESIGNATED B ,Y,Y20060327
021089615SURINAME,RAMP CENTRALE BANK VAN SURINAME RAMP ACCT   ,N,Y20150217
021089628FRBAML,FRBNY - MBS ACCT BAML     ,Y,N20111117
021089631FRBARX,FRBNY - MBS ACCT BARX     ,Y,N20111117
021089644FRMBS2,FRBNY - MBS ACCOUNT 2     ,Y,Y20111103
021089657FRBMBS,FRBNY - MBS ACCOUNT      ,N,Y20111031
021089673FRBNPP,FRBNY - MBS ACCT BNPP     ,Y,N20111117
021089686FRBMBC,FRBNY - MBS ACCT C     ,Y,N20111117
021089699FRCSFB,FRBNY - MBS ACCT CSFB     ,Y,N20111117
021089709FRBMDB,FRBNY - MBS ACCT DB     ,Y,N20111117
021089712FRBMGS,FRBNY - MBS ACCT GS     ,Y,N20111117
021089725FRBJEF,FRBNY - MBS ACCT JEF     ,Y,N20111117
021089738FRBJPM,FRBNY - MBS ACCT JPM     ,Y,N20111117
021089741FRMSDW,FRBNY - MBS ACCT MSDW     ,Y,N20111117
021089754FRMZHO,FRBNY - MBS ACCT MZHO     ,Y,N20111117
021089767FRBNOM,FRBNY - MBS ACCT NOM     ,Y,N20111117
021089783FRBRBC,FRBNY - MBS ACCT RBC     ,Y,N20111117
021089796FRBRBS,FRBNY - MBS ACCT RBS     ,Y,N20111117
021089806FRUBSW,FRBNY - MBS ACCT UBSW     ,Y,N20111117
021089819FRDAIW,FRBNY - MBS ACCT DAIW     ,Y,N20130506
021089835FRBSOC,FRBNY- MBS ACCT SG AMERICAS     ,Y,N20140617
021089848FRBBRN,FRBNY - MBS ACCT BREAN CAPITAL    ,Y,N20141128
